rank,channel_id,channel_name,channel_url,subscribers,video_count,country,classification,latest_video_id,latest_video_title,latest_video_thumbnail,latest_video_published_at,latest_video_duration_sec,generated_at_utc
94,UC_Z62_Gelo8eoWVAY-Tvlwg,KENYAN PODCAST SHOW,https://www.youtube.com/channel/UC_Z62_Gelo8eoWVAY-Tvlwg,488,3,KE,podcast,_TGRiJEdTlU,SIO JABA PODCAST SHOW Live Stream,https://i.ytimg.com/vi/_TGRiJEdTlU/mqdefault_live.jpg,2024-12-06T07:18:06Z,,2025-09-24T02:21:24Z
95,UCM1eHYPv9-OdjmMiridAi-Q,BAADA YA SUMMIT PODCAST,https://www.youtube.com/channel/UCM1eHYPv9-OdjmMiridAi-Q,450,19,KE,podcast,9RMVWoIQHh8,EP. 19 - Rose Kimondo (Hiker),https://i.ytimg.com/vi/9RMVWoIQHh8/mqdefault.jpg,2024-03-07T12:31:52Z,570,2025-09-24T02:21:24Z
96,UC-QPmd71Tr_gksPJiAxcKxw,SportyFM Kenya,https://www.youtube.com/channel/UC-QPmd71Tr_gksPJiAxcKxw,385,92,,other,yQ9xLCM8peQ,Brian Wesaala CEO and Founder of The Football Foundation For Africa interview live of Extra Time.,https://i.ytimg.com/vi/yQ9xLCM8peQ/mqdefault.jpg,2025-09-23T03:41:57Z,1980,2025-09-24T02:21:24Z
97,UCLOug7M55B6GMiNV54chbbw,Broke Kenyan,https://www.youtube.com/channel/UCLOug7M55B6GMiNV54chbbw,373,107,KE,other,JKhIdgSVrqs,TONIGHT : 2027 Political Showdown Only On Broke Kenyan,https://i.ytimg.com/vi/JKhIdgSVrqs/mqdefault.jpg,2025-09-15T18:32:28Z,4718,2025-09-24T02:21:24Z
98,UCt3O9c9h1HvVWYXMPHmmdTg,013 PODCAST KENYA,https://www.youtube.com/channel/UCt3O9c9h1HvVWYXMPHmmdTg,357,38,,podcast,sPC4HNbRZ1U,013 Podcast Episode 17  FAKE RELATIONSHIPS,https://i.ytimg.com/vi/sPC4HNbRZ1U/mqdefault.jpg,2025-04-23T17:09:43Z,1786,2025-09-24T02:21:24Z
99,UCn5OpAOoUKrzKDk7ak1S5-A,Cheers and Chats Podcast,https://www.youtube.com/channel/UCn5OpAOoUKrzKDk7ak1S5-A,335,19,KE,podcast,6qrJDUBIr7o,How to Identify & Live Your God Given Purpose | Podcast Episode 17,https://i.ytimg.com/vi/6qrJDUBIr7o/mqdefault.jpg,2025-08-02T17:00:06Z,1998,2025-09-24T02:21:24Z
100,UCJxR6Lh3GgCcNTQd0cqEMLg,Hoteliers Kenya,https://www.youtube.com/channel/UCJxR6Lh3GgCcNTQd0cqEMLg,334,16,,other,SLP9uFf81zE,"Renowned HR shares top tips on Personal Branding for Hospitality professionals,",https://i.ytimg.com/vi/SLP9uFf81zE/mqdefault.jpg,2024-01-12T13:08:17Z,3014,2025-09-24T02:21:24Z
101,UCdTl3OaWU7bQZdMj9a6Kp5Q,Tuff Podcast Kenya,https://www.youtube.com/channel/UCdTl3OaWU7bQZdMj9a6Kp5Q,265,79,,podcast,TyPizgUEcdQ,""" UNFILTERED CONVERSATIONS"" with @raewambia33  | - TuffpodcastKenya | EP.15",https://i.ytimg.com/vi/TyPizgUEcdQ/mqdefault.jpg,2023-12-02T09:19:43Z,2022,2025-09-24T02:21:24Z
102,UCPwOfm9LbDfr5Azj1IuFUpQ,KVF - KENYA VOLLEYBALL FEDERATION,https://www.youtube.com/channel/UCPwOfm9LbDfr5Azj1IuFUpQ,233,19,,other,MJpuAi6yPZQ,🏐 Epic Volleyball Showdown | KDF vs GSU  |  MEN'S KENYA CUP FINALS,https://i.ytimg.com/vi/MJpuAi6yPZQ/mqdefault.jpg,2025-07-14T07:33:12Z,14046,2025-09-24T02:21:24Z
103,UClh66xYJH6XpMgtnFhQbtrQ,Healthy U,https://www.youtube.com/channel/UClh66xYJH6XpMgtnFhQbtrQ,213,36,KE,other,QWB48lGTEk8,"What’s Hurting Your Testosterone, Libido & Gut Health? | Healthy U x Mantalk Ke",https://i.ytimg.com/vi/QWB48lGTEk8/mqdefault.jpg,2025-08-09T12:36:00Z,4436,2025-09-24T02:21:24Z
104,UCPXjfklySf9QxPD4NI-VSeg,Tech Magazine Kenya,https://www.youtube.com/channel/UCPXjfklySf9QxPD4NI-VSeg,177,13,,other,gbqvuO0f01I,TECH MAGAZINE SHOW EP 7 - TECH NEWS,https://i.ytimg.com/vi/gbqvuO0f01I/mqdefault.jpg,2021-11-24T18:29:25Z,509,2025-09-24T02:21:24Z
105,UCpkWCNM_dwuxAScYCbrYGWA,The Tufunzeni Podcast,https://www.youtube.com/channel/UCpkWCNM_dwuxAScYCbrYGWA,170,4,,podcast,xOW8bXSFbQ0,How to Hack Classroom Management in the 21st Century,https://i.ytimg.com/vi/xOW8bXSFbQ0/mqdefault.jpg,2025-09-16T09:00:06Z,4322,2025-09-24T02:21:24Z
106,UCEioZNJoAjcycW-0I-eMnUg,Point 254 Podcast,https://www.youtube.com/channel/UCEioZNJoAjcycW-0I-eMnUg,164,16,KE,podcast,g29xDQFq2hU,"Point 254 Podcast: Episode 8 with Njahira Wangari, Disability Inclusion Expert",https://i.ytimg.com/vi/g29xDQFq2hU/mqdefault.jpg,2024-12-24T09:10:12Z,2257,2025-09-24T02:21:24Z
107,UCSURNSMH_Z58T0x1qEPxixA,KENYA DIGITAL NEWS,https://www.youtube.com/channel/UCSURNSMH_Z58T0x1qEPxixA,160,64,,other,dCuiWEr2F-w,Rigathi Gachagua's Press Statement on the status of Juja Member of Parliament George Koimburi.,https://i.ytimg.com/vi/dCuiWEr2F-w/mqdefault.jpg,2025-05-26T14:08:14Z,717,2025-09-24T02:21:24Z
108,UCyr9a20DTEi4b0Z8f3pB07Q,Kapital wthK,https://www.youtube.com/channel/UCyr9a20DTEi4b0Z8f3pB07Q,150,14,KE,podcast,DK1gSGGZ580,"In high school, suspensions were my specialty😂",https://i.ytimg.com/vi/DK1gSGGZ580/mqdefault.jpg,2024-10-31T13:00:06Z,1450,2025-09-24T02:21:24Z
109,UCrkKRmxD0li0y9HjPb1xWMA,UpSyd Clips,https://www.youtube.com/channel/UCrkKRmxD0li0y9HjPb1xWMA,146,4,KE,other,Bfli4TwMFGI,"FLAQO on public break ups, repossessing car after break up, relationships | MIC CHEQUE PODCAST",https://i.ytimg.com/vi/Bfli4TwMFGI/mqdefault.jpg,2025-08-24T10:32:28Z,1295,2025-09-24T02:21:24Z
110,UCElsoUs_l5pW3mIy99STaLg,OUTSOURCE TALK SHOW,https://www.youtube.com/channel/UCElsoUs_l5pW3mIy99STaLg,140,35,KE,podcast,M7VA22AA76c,TAITA TAVETA : HUMAN WILDLIFE CONFLICT LIVE,https://i.ytimg.com/vi/M7VA22AA76c/mqdefault.jpg,2021-02-22T19:27:32Z,1315,2025-09-24T02:21:24Z
111,UC_JXNZ74vEqZere1sAkiicA,The Kenyan podcast,https://www.youtube.com/channel/UC_JXNZ74vEqZere1sAkiicA,140,21,KE,podcast,BN27yDaRrYg,THE KENYAN PODCAST Live!,https://i.ytimg.com/vi/BN27yDaRrYg/mqdefault.jpg,2024-07-06T01:33:21Z,4401,2025-09-24T02:21:24Z
112,UCiZcLv8O7aJeFJBc5bEhdIw,The Women Connect Show,https://www.youtube.com/channel/UCiZcLv8O7aJeFJBc5bEhdIw,132,9,,podcast,Z0l_OQYAl3w,Episode 6: CPA Pius Syuki | Women & Finance,https://i.ytimg.com/vi/Z0l_OQYAl3w/mqdefault.jpg,2025-07-18T15:00:06Z,1866,2025-09-24T02:21:24Z
